已排时间地点,调课结果
"1-16周 星期一 3-5节 文萃楼F305,1-16周 星期一 8-9节 文萃楼F305,1-16周 星期二 6-7节 文萃楼L614,1-16周 星期三 8-10节 文萃楼F305,1-16周 星期四 1-2节 文萃楼L614,1-16周 星期四 8-9节 文萃楼F305",
"1-16周 星期一 3-5节 文萃楼I602,1-16周 星期二 6-7节 文萃楼I602,1-16周 星期四 1-2节 文萃楼I602,1-16周 星期四 3-5节 文萃楼I602,1-16周 星期五 3-4节 文萃楼L614",
1-16周 星期五 6-7节 文萃楼F205,调课:4周 星期5 6-7节 汤丽/6120103551 文萃楼F205 调至:4周 星期5 6-7节 汤丽/6120103551 综教B405
1-16周 星期四 6-7节 文萃楼I701,
1-16周 星期一 6-7节 文萃楼F403,
"1-16周 星期三 3-5节 文萃楼F503,1-16周 星期五 3-5节 文萃楼M233",
1-11周 星期三 8-10节 文萃楼F303,
1-16周 星期一 3-4节 文萃楼F401,
1-16周 星期三 8-9节 文萃楼F403,
1-16周 星期四 6-7节 文萃楼I604,
1-16周 星期四 3-4节 文萃楼F302,
1-16周 星期四 8-9节 文萃楼I701,
"1周,5周,9-10周,13周 星期三 3-5节 文萃楼L614",调课:13周 星期3 3-5节 汤丽/6120103551 文萃楼L614 调至:15周 星期3 3-5节 汤丽/6120103551
"1-4周 星期一 1-4节 文萃楼I304,1-4周 星期二 1-4节 文萃楼I304,1-4周 星期三 1-4节 文萃楼I304","调课:1周 星期2 1-4节 梁珊珊/6120104250 文萃楼I304 调至:2周 星期4 1-4节 梁珊珊/6120104250 文萃楼I601,调课:1周 星期3 1-4节 梁珊珊/6120104250 文萃楼I304 调至:5周 星期1 1-4节 梁珊珊/6120104250 文萃楼I405,调课:5周 星期1 1-4节 梁珊珊/6120104250 文萃楼I405 调至:4周 星期4 1-4节 梁珊珊/6120104250 文萃楼I601"
1-16周 星期三 1-2节 文萃楼F503,停课:13周 星期3 1-2节张培/6120104693 文萃楼F503
"1-16周 星期一 1-5节 文萃楼I601,1-16周 星期三 6-10节 文萃楼F605,1-16周 星期四 8-10节 文萃楼I601,1-16周 星期五 3-5节 文萃楼I601","停课:13周 星期4 8-10节秦龙/6120200050 文萃楼I601,调课:13-16周 星期1 1-5节 刘磊/6120140040 文萃楼I601 调至:13-16周 星期1 1-5节 秦龙/6120200050 文萃楼I601"
"1-8周 星期一 3-5节 文萃楼F603,1-8周 星期二 3-5节 文萃楼F603,1-8周 星期五 3-5节 文萃楼F603,9-16周 星期一 3-5节 文萃楼F603,9-16周 星期二 3-5节 文萃楼F603,9-16周 星期五 3-5节 文萃楼F603","调课:4周 星期5 3-5节 汪亚利/6120130093 文萃楼F603 调至:4周 星期5 3-5节 汪亚利/6120130093 综教A402,调课:16周 星期5 3-5节 王彦会/6120190216 文萃楼F603 调至:16周 星期4 11-13节 王彦会/6120190216 文萃楼F203"
"1-16周 星期三 3-4节 文萃楼F401,1-16周 星期五 3-4节 文萃楼F401",调课:4周 星期5 3-4节 张勇/6120104380 文萃楼F401 调至:4周 星期5 3-4节 张勇/6120104380 综教A403
1-16周 星期五 6-7节 文萃楼I201,
1-16周 星期二 6-7节 文萃楼B129,
"1-5周 星期一 3-5节 文萃楼F605,1-5周 星期四 3-5节 文萃楼F605,6周 星期一 3-4节 文萃楼F605",
6-16周 星期四 8-10节 文萃楼I401,
"3周,7周,11-13周(单) 星期三 6-9节 文萃楼M221",
"3-12周 星期三 8-10节 文萃楼I505,13周 星期三 8-9节 文萃楼I505","停课:11周 星期3 8-10节Michael Szurawitzki/7620200001 文萃楼I505,补课:12周 星期4 11-13节  文萃楼I505"
6-16周 星期四 3-5节 文萃楼B227,
1-16周 星期五 1-2节 文萃楼F703,调课:4周 星期5 1-2节 JOERG ULRICH/7620170008 文萃楼F703 调至:4周 星期5 1-2节 JOERG ULRICH/7620170008 文萃楼G124
1-16周 星期四 6-7节 文萃楼F605,
1-16周 星期四 8-9节 文萃楼F703,
"1-16周 星期一 3-5节 文萃楼B233,1-16周 星期三 3-5节 文萃楼B233,1-16周 星期五 3-4节 文萃楼B233,1-16周 星期五 6-7节 文萃楼B233",
1-11周 星期四 3-5节 文萃楼G124,"停课:9周 星期4 3-5节Joan Cortada Moguer/7620190010 文萃楼G124,补课:12周 星期3 8-10节  文萃楼F301"
1-16周 星期二 1-2节 文萃楼F701,
1-11周 星期四 8-10节 文萃楼I101,调课:7周 星期4 8-10节 黄亦璇/6120170090 文萃楼I101 调至:8周 星期3 8-10节 黄亦璇/6120170090 文萃楼I303
1-16周 星期四 1-2节 文萃楼F205,停课:9周 星期4 1-2节Joan Cortada Moguer/7620190010 文萃楼F205
"1-10周 星期一 3-5节 文萃楼F701,1-10周 星期二 3-5节 文萃楼F701,1-10周 星期四 3-5节 文萃楼F701,11周 星期一 3-5节 文萃楼F701,11周 星期二 3-5节 文萃楼F701,11周 星期四 3-5节 文萃楼F701,12-16周 星期一 3-5节 文萃楼F701,12-16周 星期二 3-5节 文萃楼F701,12-16周 星期四 3-5节 文萃楼F701",
1-16周 星期五 6-7节 文萃楼F201,"调课:4周 星期5 6-7节 黄亦璇/6120170090 文萃楼F201 调至:4周 星期5 6-7节 黄亦璇/6120170090 综教A104,调课:7周 星期5 6-7节 黄亦璇/6120170090 文萃楼F201 调至:9周 星期1 11-12节 黄亦璇/6120170090 文萃楼I101,调课:6周 星期5 6-7节 黄亦璇/6120170090 文萃楼F201 调至:8周 星期1 11-12节 黄亦璇/6120170090 文萃楼I101"
1-11周 星期五 3-5节 文萃楼F605,"调课:7周 星期5 3-5节 黄亦璇/6120170090 文萃楼F605 调至:9周 星期3 8-10节 黄亦璇/6120170090 文萃楼I101,调课:11周 星期5 3-5节 黄亦璇/6120170090 文萃楼F605 调至:11周 星期6 8-10节 黄亦璇/6120170090 文萃楼L614,调课:4周 星期5 3-5节 黄亦璇/6120170090 文萃楼F605 调至:4周 星期5 3-5节 黄亦璇/6120170090 综教B503"
1-16周 星期三 6-7节 文萃楼B233,
1-16周 星期一 1-2节 文萃楼I303,
1-16周 星期四 1-2节 文萃楼F703,
1-16周 星期一 3-4节 文萃楼I303,
1-16周 星期二 1-2节 文萃楼I303,
1-16周 星期三 1-2节 文萃楼I303,
1-16周 星期四 3-4节 文萃楼F703,
1-16周 星期五 3-4节 文萃楼I303,
1-16周 星期五 1-2节 文萃楼I303,
1-16周 星期三 1-2节 文萃楼F703,
1-16周 星期三 6-7节 文萃楼F703,
1-16周 星期一 1-2节 文萃楼F703,
1-16周 星期一 6-7节 文萃楼F703,
"1-16周 星期一 1-2节 文萃楼G124,1-16周 星期四 1-2节 文萃楼G124",
"1-16周 星期一 3-4节 文萃楼G227,1-16周 星期四 3-4节 文萃楼G227",
"1-16周 星期一 6-7节 文萃楼I301,1-16周 星期四 6-7节 文萃楼I301",
"1-16周 星期一 6-7节 文萃楼I405,1-16周 星期四 6-7节 文萃楼I405",
"1-16周 星期一 8-9节 文萃楼I405,1-16周 星期四 8-9节 文萃楼I405",
"1-15周(单) 星期二 8-9节 文萃楼I303,2-16周(双) 星期二 8-9节 文萃楼I303,2-16周(双) 星期四 3-4节 文萃楼I303",
"1-15周(单) 星期四 3-4节 文萃楼F503,2-16周(双) 星期二 8-9节 文萃楼F503,2-16周(双) 星期四 3-4节 文萃楼F503",
"1-15周(单) 星期二 8-9节 文萃楼F203,2-16周(双) 星期二 8-9节 文萃楼F203,2-16周(双) 星期四 3-4节 文萃楼F203",调课:5周 星期2 8-9节 崔丽颖/6120103294 文萃楼F203 调至:5周 星期4 3-4节 崔丽颖/6120103294 文萃楼F203
"1-15周(单) 星期二 8-9节 文萃楼I403,2-16周(双) 星期二 8-9节 文萃楼I403,2-16周(双) 星期四 3-4节 文萃楼I403",
"1-15周(单) 星期二 8-9节 文萃楼I203,2-16周(双) 星期二 8-9节 文萃楼I203,2-16周(双) 星期四 3-4节 文萃楼I203",调课:6周 星期4 3-4节 康珊/6120103205 文萃楼I203 调至:7周 星期4 3-4节 康珊/6120103205
"1-15周(单) 星期二 8-9节 文萃楼F303,2-16周(双) 星期二 8-9节 文萃楼F303,2-16周(双) 星期四 3-4节 文萃楼F303",
"1-15周(单) 星期二 8-9节 文萃楼I503,2-16周(双) 星期二 8-9节 文萃楼I503,2-16周(双) 星期四 1-2节 文萃楼F603",
"1-15周(单) 星期二 8-9节 文萃楼F403,1-15周(单) 星期四 6-7节 文萃楼F403,2-16周(双) 星期四 6-7节 文萃楼F403",调课:7周 星期2 8-9节 刘睿/6120101876 文萃楼F403 调至:8周 星期2 8-9节 刘睿/6120101876 文萃楼F403
"1-15周(单) 星期二 8-9节 文萃楼M233,2-16周(双) 星期二 8-9节 文萃楼M233,2-16周(双) 星期四 6-7节 文萃楼M233",
"1-15周(单) 星期二 8-9节 文萃楼F603,2-16周(双) 星期二 8-9节 文萃楼F603,2-16周(双) 星期四 6-7节 文萃楼F603",调课:9周 星期2 8-9节 罗勤/6120103876 文萃楼F603 调至:9周 星期4 6-7节 罗勤/6120103876 文萃楼F603
"1-15周(单) 星期二 8-9节 文萃楼M124,2-16周(双) 星期二 8-9节 文萃楼M124,2-16周(双) 星期四 6-7节 文萃楼M124",
"1-15周(单) 星期二 8-9节 文萃楼G124,2-16周(双) 星期二 8-9节 文萃楼G124,2-16周(双) 星期四 6-7节 文萃楼G124",
"1-15周(单) 星期二 8-9节 文萃楼B233,2-16周(双) 星期二 8-9节 文萃楼B233,2-16周(双) 星期四 6-7节 文萃楼B233",
"1-15周(单) 星期二 8-9节 文萃楼B129,2-16周(双) 星期二 8-9节 文萃楼B129,2-16周(双) 星期四 6-7节 文萃楼B129",
"1-15周(单) 星期二 8-9节 文萃楼B223,2-16周(双) 星期二 8-9节 文萃楼B223,2-16周(双) 星期四 6-7节 文萃楼B223",调课:13周 星期2 8-9节 宋利辉/6120103675 文萃楼B223 调至:13周 星期4 6-7节 宋利辉/6120103675 文萃楼B223
"1-15周(单) 星期二 8-9节 文萃楼F703,2-16周(双) 星期二 8-9节 文萃楼I703,2-16周(双) 星期四 6-7节 文萃楼I703",
"1-15周(单) 星期二 8-9节 文萃楼B222,2-16周(双) 星期二 8-9节 文萃楼B222,2-16周(双) 星期四 6-7节 文萃楼B222",
"1-15周(单) 星期二 8-9节 文萃楼B221,2-16周(双) 星期二 8-9节 文萃楼B221,2-16周(双) 星期四 6-7节 文萃楼B221",
"1-15周(单) 星期二 8-9节 文萃楼F201,2-16周(双) 星期二 8-9节 文萃楼F201,2-16周(双) 星期四 6-7节 文萃楼F201",
"1-15周(单) 星期二 8-9节 文萃楼F205,2-16周(双) 星期二 8-9节 文萃楼F205,2-16周(双) 星期四 6-7节 文萃楼F205",
"1-15周(单) 星期二 6-7节 文萃楼F701,2-16周(双) 星期二 6-7节 文萃楼F701,2-16周(双) 星期四 6-7节 文萃楼F703",
"1-15周(单) 星期二 6-7节 文萃楼I503,2-16周(双) 星期二 6-7节 文萃楼I503,2-16周(双) 星期四 6-7节 文萃楼I503",
"1-15周(单) 星期二 6-7节 文萃楼I403,2-16周(双) 星期二 6-7节 文萃楼I403,2-16周(双) 星期四 6-7节 文萃楼I403",
"1-15周(单) 星期二 6-7节 文萃楼I203,2-16周(双) 星期二 6-7节 文萃楼I203,2-16周(双) 星期四 6-7节 文萃楼I203","补课:3周 星期4 6-7节  文萃楼I203,调课:2-16周(双) 星期4 6-7节 张雅萍/6120101860 文萃楼I203 调至:2-16周(双) 星期4 6-7节 张雅萍/6120101860 文萃楼I205,调课:3-15周(单) 星期2 6-7节 张雅萍/6120101860 文萃楼I203 调至:3-15周(单) 星期2 6-7节 张雅萍/6120101860 文萃楼I205,调课:2-16周(双) 星期2 6-7节 张雅萍/6120101860 文萃楼I203 调至:2-16周(双) 星期2 6-7节 张雅萍/6120101860 文萃楼I205"
"1-15周(单) 星期二 6-7节 文萃楼I303,2-16周(双) 星期二 6-7节 文萃楼I303,2-16周(双) 星期四 6-7节 文萃楼I303",
"1-15周(单) 星期二 6-7节 文萃楼F203,2-16周(双) 星期二 6-7节 文萃楼F203,2-16周(双) 星期四 6-7节 文萃楼F203",
"1-15周(单) 星期二 6-7节 文萃楼I201,2-16周(双) 星期二 6-7节 文萃楼I201,2-16周(双) 星期四 6-7节 文萃楼I201",
"1-15周(单) 星期四 6-7节 文萃楼F503,2-16周(双) 星期二 6-7节 文萃楼F503,2-16周(双) 星期四 6-7节 文萃楼F503",
"1-15周(单) 星期二 6-7节 文萃楼F303,2-16周(双) 星期二 6-7节 文萃楼F303,2-16周(双) 星期四 6-7节 文萃楼F303",调课:5周 星期2 6-7节 崔丽颖/6120103294 文萃楼F303 调至:5周 星期4 6-7节 崔丽颖/6120103294 文萃楼F303
"1-15周(单) 星期二 6-7节 文萃楼I101,2-16周(双) 星期二 6-7节 文萃楼I101,2-16周(双) 星期四 6-7节 文萃楼I101",
"1-15周(单) 星期二 6-7节 文萃楼I205,2-16周(双) 星期二 6-7节 文萃楼I205,2-16周(双) 星期四 6-7节 文萃楼I205","调课:2-16周(双) 星期2 6-7节 康珊/6120103205 文萃楼I205 调至:2-16周(双) 星期2 6-7节 康珊/6120103205 文萃楼I203,调课:2-16周(双) 星期4 6-7节 康珊/6120103205 文萃楼I205 调至:2-16周(双) 星期4 6-7节 康珊/6120103205 文萃楼I203,调课:3-15周(单) 星期2 6-7节 康珊/6120103205 文萃楼I205 调至:3-15周(单) 星期2 6-7节 康珊/6120103205 文萃楼I203"
"1-15周(单) 星期二 6-7节 文萃楼F403,2-16周(双) 星期二 6-7节 文萃楼F403,2-16周(双) 星期四 6-7节 文萃楼G221",
"1-15周(单) 星期二 6-7节 文萃楼I703,2-16周(双) 星期二 6-7节 文萃楼I703,2-16周(双) 星期四 6-7节 文萃楼I501",
"1-15周(单) 星期二 6-7节 文萃楼F603,2-16周(双) 星期二 6-7节 文萃楼F603,2-16周(双) 星期四 3-4节 文萃楼F403",调课:9周 星期2 6-7节 罗勤/6120103876 文萃楼F603 调至:9周 星期4 3-4节 罗勤/6120103876 文萃楼F603
"1-15周(单) 星期二 6-7节 文萃楼M233,2-16周(双) 星期二 6-7节 文萃楼M233,2-16周(双) 星期四 3-4节 文萃楼M233",
"1-15周(单) 星期二 6-7节 文萃楼F703,1-15周(单) 星期四 3-4节 文萃楼F205,2-16周(双) 星期四 3-4节 文萃楼F205",调课:7周 星期2 6-7节 刘睿/6120101876 文萃楼F703 调至:8周 星期2 6-7节 刘睿/6120101876 文萃楼F605
"1-15周(单) 星期二 6-7节 文萃楼M124,2-16周(双) 星期二 6-7节 文萃楼M124,2-16周(双) 星期四 3-4节 文萃楼B129",
"1-15周(单) 星期二 3-4节 文萃楼G124,2-16周(双) 星期二 3-4节 文萃楼G124,2-16周(双) 星期四 8-9节 文萃楼G124",
"1-15周(单) 星期二 3-4节 文萃楼B233,2-16周(双) 星期二 3-4节 文萃楼B233,2-16周(双) 星期四 8-9节 文萃楼B233",
"1-15周(单) 星期二 1-2节 文萃楼B129,2-16周(双) 星期二 1-2节 文萃楼B129,2-16周(双) 星期四 8-9节 文萃楼B129",
"1-15周(单) 星期二 6-7节 文萃楼B223,2-16周(双) 星期二 6-7节 文萃楼B223,2-16周(双) 星期四 8-9节 文萃楼B223",调课:13周 星期2 6-7节 宋利辉/6120103675 文萃楼B223 调至:13周 星期4 8-9节 宋利辉/6120103675 文萃楼B223
"1-15周(单) 星期二 6-7节 文萃楼I701,2-16周(双) 星期二 6-7节 文萃楼I701,2-16周(双) 星期四 3-4节 文萃楼I101",
"1-15周(单) 星期二 6-7节 文萃楼B222,2-16周(双) 星期二 6-7节 文萃楼B222,2-16周(双) 星期四 3-4节 文萃楼F201",
"1-15周(单) 星期二 6-7节 文萃楼B221,2-16周(双) 星期二 6-7节 文萃楼B221,2-16周(双) 星期四 3-4节 文萃楼I201",
"1-15周(单) 星期二 6-7节 文萃楼F205,2-16周(双) 星期二 6-7节 文萃楼F205,2-16周(双) 星期四 3-4节 文萃楼F305",
"1-15周(单) 星期二 6-7节 文萃楼F305,2-16周(双) 星期二 6-7节 文萃楼F305,2-16周(双) 星期四 1-2节 文萃楼F203",
"1-15周(单) 星期二 1-2节 文萃楼I302,2-16周(双) 星期二 1-2节 文萃楼I302,2-16周(双) 星期四 1-2节 文萃楼I302",
"1-15周(单) 星期二 3-4节 文萃楼I201,2-16周(双) 星期二 3-4节 文萃楼I201,2-16周(双) 星期四 1-2节 文萃楼I203",
"1-15周(单) 星期二 3-4节 文萃楼I203,2-16周(双) 星期二 3-4节 文萃楼I203,2-16周(双) 星期四 8-9节 文萃楼I303",
"1-15周(单) 星期二 3-4节 文萃楼F503,2-16周(双) 星期二 3-4节 文萃楼F503,2-16周(双) 星期四 8-9节 文萃楼F603","调课:8-16周(双) 星期4 8-9节 张雅萍/6120101860 文萃楼F603 调至:8-16周(双) 星期4 8-9节 张雅萍/6120101860 文萃楼I203,补课:3周 星期4 8-9节  文萃楼F603"
"1-15周(单) 星期二 8-9节 文萃楼I205,2-16周(双) 星期二 8-9节 文萃楼I205,2-16周(双) 星期四 8-9节 文萃楼F503",
"1-15周(单) 星期二 8-9节 文萃楼F301,2-16周(双) 星期二 8-9节 文萃楼F301,2-16周(双) 星期四 8-9节 文萃楼F203",
"1-15周(单) 星期二 3-4节 文萃楼F303,2-16周(双) 星期二 3-4节 文萃楼F303,2-16周(双) 星期四 8-9节 文萃楼F303",调课:5周 星期2 3-4节 崔丽颖/6120103294 文萃楼F303 调至:5周 星期4 8-9节 崔丽颖/6120103294 文萃楼F303
"1-15周(单) 星期一 8-9节 文萃楼I403,2-16周(双) 星期一 8-9节 文萃楼I403,2-16周(双) 星期四 8-9节 文萃楼I403",
"1-15周(单) 星期一 8-9节 文萃楼I203,2-16周(双) 星期一 8-9节 文萃楼I203,2-16周(双) 星期四 8-9节 文萃楼I203",调课:8-16周(双) 星期4 8-9节 罗勤/6120103876 文萃楼I203 调至:8-16周(双) 星期4 8-9节 罗勤/6120103876 文萃楼F603
"1-15周(单) 星期二 3-4节 文萃楼F403,2-16周(双) 星期二 3-4节 文萃楼F403,2-16周(双) 星期四 1-2节 文萃楼F303",
"1-15周(单) 星期二 1-2节 文萃楼F403,2-16周(双) 星期二 1-2节 文萃楼F603,2-16周(双) 星期四 3-4节 文萃楼F603",
"1-15周(单) 星期一 6-7节 文萃楼F603,1-15周(单) 星期四 8-9节 文萃楼F403,2-16周(双) 星期四 8-9节 文萃楼F403",
"1-15周(单) 星期二 6-7节 文萃楼G124,2-16周(双) 星期二 6-7节 文萃楼G124,2-16周(双) 星期四 3-4节 文萃楼M124",
"1-15周(单) 星期二 6-7节 文萃楼B233,2-16周(双) 星期二 6-7节 文萃楼B233,2-16周(双) 星期四 3-4节 文萃楼B233",
"1-15周(单) 星期二 3-4节 文萃楼B129,2-16周(双) 星期二 3-4节 文萃楼B129,2-16周(双) 星期四 3-4节 文萃楼B221",
"1-15周(单) 星期二 3-4节 文萃楼I403,2-16周(双) 星期二 3-4节 文萃楼I403,2-16周(双) 星期四 1-2节 文萃楼I101",
"1-15周(单) 星期二 1-2节 文萃楼B222,2-16周(双) 星期二 1-2节 文萃楼B222,2-16周(双) 星期四 1-2节 文萃楼F201",
"1-15周(单) 星期二 3-4节 文萃楼B221,2-16周(双) 星期二 3-4节 文萃楼B221,2-16周(双) 星期四 1-2节 文萃楼I201",
"1-15周(单) 星期一 3-4节 文萃楼F205,2-16周(双) 星期一 3-4节 文萃楼F205,2-16周(双) 星期三 3-4节 文萃楼F205",
"1-15周(单) 星期二 3-4节 文萃楼I303,2-16周(双) 星期二 3-4节 文萃楼F703,2-16周(双) 星期四 3-4节 文萃楼I405",
"1-15周(单) 星期二 3-4节 文萃楼I703,2-16周(双) 星期二 3-4节 文萃楼I703,2-16周(双) 星期四 3-4节 文萃楼I703",调课:1周 星期2 3-4节 张墨桑/6120130119 文萃楼I703 调至:3周 星期4 3-4节 张墨桑/6120130119 文萃楼I302
"1-15周(单) 星期二 3-4节 文萃楼I503,2-16周(双) 星期二 3-4节 文萃楼I503,2-16周(双) 星期四 3-4节 文萃楼I503",
1-16周 星期四 1-2节 文萃楼F301,
1-16周 星期四 3-4节 文萃楼F301,
1-16周 星期四 6-7节 文萃楼F301,
1-16周 星期一 1-2节 文萃楼I205,
1-16周 星期一 3-4节 文萃楼I205,
1-16周 星期一 8-9节 文萃楼I205,
1-16周 星期五 1-2节 文萃楼I205,
1-16周 星期五 3-4节 文萃楼I205,
1-16周 星期三 3-4节 文萃楼I205,
1-16周 星期三 1-2节 文萃楼I205,
1-16周 星期四 1-2节 文萃楼I205,
1-16周 星期四 3-4节 文萃楼I205,
"1-16周 星期一 8-10节 文萃楼F703,1-16周 星期三 11-13节 文萃楼F703","调课:13周 星期1 8-10节 陈智颖/6120220205 文萃楼F703 调至:13周 星期4 11-13节 陈智颖/6120220205 文萃楼F603,调课:13周 星期3 11-13节 陈智颖/6120220205 文萃楼F703 调至:13周 星期6 11-13节 陈智颖/6120220205 文萃楼F603"
1-16周 星期四 1-2节 文萃楼F501,
1-16周 星期三 8-9节 文萃楼F703,调课:4周 星期3 8-9节 马文艳/6120103306 文萃楼F703 调至:6周 星期6 1-2节 马文艳/6120103306 文萃楼F703
1-16周 星期二 1-2节 文萃楼I201,
"1-16周 星期一 6-7节 文萃楼I601,1-16周 星期三 8-9节 文萃楼I601",
